"Time [s]","Event Name","Chamber","Event Text","1A: O2 flux per V [pmol/(s*mL)]","1B: O2 flux per V [pmol/(s*mL)]"
8646.00,"","","",112.0315,114.9247
8648.00,"","","",97.6776,103.7627
8650.00,"","","",84.8872,93.3450
8652.00,"","","",73.5181,83.8205
8654.00,"","","",63.9965,75.4869
8656.00,"","","",56.3226,68.1952
8658.00,"","","",50.4964,62.0944
8660.00,"","","",46.8021,57.1844
8662.00,"","","",44.9554,53.6141
8664.00,"","","",44.2457,51.5323
8666.00,"","","",43.8202,50.6412
8668.00,"","","",43.6790,50.4944
8670.00,"","","",43.5378,50.3477
8672.00,"","","",43.5387,50.3498
8674.00,"","","",43.5396,50.3520
8676.00,"","","",43.6827,50.3542
8678.00,"","","",43.6837,50.3564
8680.00,"","","",43.6846,50.2097
8682.00,"","","",43.6855,50.2118
8684.00,"","","",43.6864,50.2141
8686.00,"","","",43.6874,50.2162
8688.00,"","","",43.6883,50.2184
8690.00,"","","",43.6893,50.2206
8692.00,"","","",43.6902,50.2227
8694.00,"","","",43.6912,50.2249
8696.00,"","","",43.6921,50.2270
8698.00,"","","",43.6929,50.2291
8700.00,"","","",43.6938,50.2313
8702.00,"","","",43.6948,50.2334
8704.00,"","","",43.8379,50.2355
8706.00,"","","",43.6967,50.2376
8708.00,"","","",43.6976,50.2397
8710.00,"","","",43.6985,50.2419
8712.00,"","","",43.6995,50.2440
8714.00,"","","",43.7004,50.2461
8716.00,"","","",43.7014,50.2482
8718.00,"","","",43.7022,50.2504
8720.00,"","","",43.4172,50.2524
8722.00,"","","",42.4194,50.4036
8724.00,"Azd","Both","",41.1384,50.2538
8726.00,"","","",39.5743,49.5053
8728.00,"","","",37.8687,48.3118
8730.00,"","","",36.1635,46.9712
8732.00,"","","",34.4584,45.4829
8734.00,"","","",32.8957,44.1442
8736.00,"","","",31.3330,42.6570
8738.00,"","","",29.9124,41.3189
8740.00,"","","",28.6341,39.9809
8742.00,"","","",27.3557,38.6429
8744.00,"","","",26.0774,37.4541
8746.00,"","","",24.9411,36.2651
8748.00,"","","",23.9470,35.2251
8750.00,"","","",23.0951,34.1851
8752.00,"","","",22.2431,33.2938
8754.00,"","","",21.5332,32.5514
8756.00,"","","",20.9655,31.8090
8758.00,"","","",20.3978,31.2153
8760.00,"","","",20.1144,30.6217
8762.00,"","","",19.6888,30.0282
8764.00,"","","",19.5475,29.7324
8766.00,"","","",19.4061,29.4365
8768.00,"","","",19.4069,29.1407
8770.00,"","","",19.5498,29.1426
8772.00,"","","",19.8349,29.1445
8774.00,"","","",20.1199,29.1463
8776.00,"","","",20.6892,29.4461
8778.00,"","","",21.2585,29.5967
8780.00,"","","",21.8278,30.0452
8782.00,"","","",22.6813,30.4935
8784.00,"","","",23.5348,31.0907
8786.00,"","","",24.5305,31.6879
8788.00,"","","",25.6683,32.4342
8790.00,"","","",26.9482,33.3292
8792.00,"","","",28.3702,34.3731
8794.00,"","","",29.7923,35.4169
8796.00,"","","",31.4986,36.6095
8798.00,"","","",33.2050,37.9509
8800.00,"","","",34.7691,39.2924
8802.00,"","","",35.7648,40.7828
8804.00,"","","",36.3340,42.1243
8806.00,"","","",36.6191,43.0192
8808.00,"","","",36.7620,43.4675
8810.00,"","","",36.9049,43.7672
8812.00,"","","",36.9057,43.9180
8814.00,"","","",37.0486,44.0686
8816.00,"","","",37.0494,44.0705
8818.00,"","","",37.0502,44.0723
8820.00,"","","",36.9088,44.0741
8822.00,"","","",36.9095,43.9271
8824.00,"","","",36.9103,43.9290
8826.00,"","","",36.9111,43.9309
8828.00,"","","",36.9119,43.9329
8830.00,"","","",36.9126,43.9347
8832.00,"","","",36.9134,43.9365
8834.00,"","","",36.7721,43.9383
8836.00,"","","",36.7729,43.9402
8838.00,"","","",36.7737,43.9421
8840.00,"","","",36.7745,43.9440
8842.00,"","","",36.7753,43.9459
8844.00,"","","",36.7761,43.9476
8846.00,"","","",36.7769,43.9493
8848.00,"","","",36.7776,43.9511
8850.00,"","","",36.7784,43.8041
8852.00,"","","",36.7792,43.8059
8854.00,"","","",36.7799,43.8078
8856.00,"","","",36.7807,43.8097
8858.00,"","","",36.7815,43.8116
8860.00,"","","",36.7823,43.8134
8862.00,"","","",36.7830,43.8152
8864.00,"","","",36.7838,43.8170
8866.00,"","","",36.6424,43.8188
8868.00,"","","",36.6432,43.6717
8870.00,"","","",36.6440,43.6734
8872.00,"","","",36.6447,43.6753
8874.00,"","","",36.6455,43.6771
8876.00,"","","",36.6463,43.6789
8878.00,"","","",36.6470,43.6806
8880.00,"","","",36.5057,43.5336
8882.00,"","","",36.5064,43.5355
8884.00,"","","",36.5071,43.5374
8886.00,"","","",36.5079,43.5392
8888.00,"","","",36.5087,43.3921
8890.00,"","","",36.3673,43.3939
8892.00,"","","",36.3680,43.3958
8894.00,"","","",36.3688,43.3977
8896.00,"","","",36.3696,43.3995
8898.00,"","","",36.3704,43.2524
8900.00,"","","",36.3712,43.2541
8902.00,"","","",36.2298,43.2558
8904.00,"","","",36.2305,43.2577
8906.00,"","","",36.2313,43.1106
8908.00,"","","",36.2321,43.1123
8910.00,"","","",36.0907,43.1142
8912.00,"","","",36.0915,43.1161
8914.00,"","","",36.0922,43.1179
8916.00,"","","",36.0930,42.9709
8918.00,"","","",36.0938,42.9727
8920.00,"","","",35.9524,42.9745
8922.00,"","","",35.9531,42.9763
8924.00,"","","",35.9539,42.9781
8926.00,"","","",35.9546,42.9797
8928.00,"","","",35.9554,42.9816
8930.00,"","","",35.9562,42.9834
8932.00,"","","",35.9570,42.9852
8934.00,"","","",35.9577,42.8380
8936.00,"","","",35.9584,42.8397
8938.00,"","","",35.8171,42.8415
8940.00,"","","",35.8178,42.8433
8942.00,"","","",35.8185,42.8451
8944.00,"","","",35.8193,42.8469
8946.00,"","","",35.8201,42.8489
8948.00,"","","",35.8209,42.8507
8950.00,"","","",35.8216,42.7036
8952.00,"","","",35.8224,42.7053
8954.00,"","","",35.8231,42.7071
8956.00,"","","",35.8238,42.7088
8958.00,"","","",35.8245,42.7107
8960.00,"","","",35.6831,42.7125
8962.00,"","","",35.6839,42.5655
8964.00,"","","",35.6846,42.5673
8966.00,"","","",35.5432,42.5690
8968.00,"","","",35.5440,42.5707
8970.00,"","","",35.5447,42.5725
8972.00,"","","",35.5455,42.5742
8974.00,"","","",35.4041,42.5759
8976.00,"","","",35.4049,42.5777
8978.00,"","","",35.4056,42.5794
8980.00,"","","",35.4063,42.4322
8982.00,"","","",35.4071,42.4339
8984.00,"","","",35.4078,42.4357
8986.00,"","","",35.2665,42.2886
8988.00,"","","",35.2672,42.2903
8990.00,"","","",35.2679,42.2922
8992.00,"","","",35.2687,42.2941
8994.00,"","","",35.2695,42.1470
8996.00,"","","",35.2702,42.1488
8998.00,"","","",35.2709,42.1506
9000.00,"","","",35.1295,42.1524
9002.00,"","","",35.1302,42.1540
9004.00,"","","",35.1310,42.1556
9006.00,"","","",35.1317,42.1574
9008.00,"","","",35.1324,42.1591
9010.00,"","","",34.9910,42.0120
9012.00,"","","",34.9917,42.0137
9014.00,"","","",34.9925,42.0154
9016.00,"","","",34.9932,41.8684
9018.00,"","","",34.9940,41.8701
9020.00,"","","",34.9947,41.8718
9022.00,"","","",34.8533,41.8736
9024.00,"","","",34.8539,41.7266
9026.00,"","","",34.8547,41.7283
9028.00,"","","",34.8554,41.7300
9030.00,"","","",34.8561,41.7317
9032.00,"","","",34.7147,41.7333
9034.00,"","","",34.7154,41.5861
9036.00,"","","",34.7162,41.5878
9038.00,"","","",34.7169,41.5898
9040.00,"","","",34.5755,41.5916
9042.00,"","","",34.5762,41.5932
9044.00,"","","",34.5769,41.4459
9046.00,"","","",34.4355,41.4476
9048.00,"","","",34.4362,41.4494
9050.00,"","","",34.4369,41.4512
9052.00,"","","",34.2955,41.4528
9054.00,"","","",34.2962,41.4545
9056.00,"","","",34.2969,41.3073
9058.00,"","","",34.1555,41.3091
9060.00,"","","",34.1562,41.3113
9062.00,"","","",34.1570,41.3131
9064.00,"","","",34.1577,41.3145
9066.00,"","","",34.0163,41.3160
9068.00,"","","",34.0170,41.1688
9070.00,"","","",34.0177,41.1705
9072.00,"","","",34.0184,41.1721
9074.00,"","","",34.0191,41.0249
9076.00,"","","",33.8777,41.0266
9078.00,"","","",33.8784,41.0284
9080.00,"","","",33.8791,41.0300
9082.00,"","","",33.8798,41.0317
9084.00,"","","",33.8806,40.8846
9086.00,"","","",33.8812,40.8862
9088.00,"","","",33.7398,40.8880
9090.00,"","","",33.7405,40.8897
9092.00,"","","",33.7412,40.7427
9094.00,"","","",33.7419,40.7444
9096.00,"","","",33.6004,40.7460
9098.00,"","","",33.6011,40.7477
9100.00,"","","",33.6019,40.7494
9102.00,"","","",33.6026,40.7510
9104.00,"","","",33.6033,40.6039
9106.00,"","","",33.6040,40.6056
9108.00,"","","",33.4626,40.6073
9110.00,"","","",33.4633,40.6090
9112.00,"","","",33.4639,40.6108
9114.00,"","","",33.4646,40.6124
9116.00,"","","",33.4653,40.6140
9118.00,"","","",33.3239,40.6156
